ID_Alocacao,ID_Colaborador,ID_Contrato,Tipo_Alocacao,Data_Inicio_Alocacao,Supervisor_Direto
963,41,47,Meio Período,6/22/2021,Merrielle Boorne
964,82,96,Reserva.,3/13/2024,Whitby Kondratowicz
965,38,5,Meio Período,11/11/2024,Teodoor Sellwood
966,34,79,Meio Período,11/29/2020,Raddie Stitt
967,73,44,Reserva.,8/25/2021,Karin Rain
968,44,94,Tempo Integral,11/18/2022,Raphael Cownden
969,66,47,Meio Período,8/7/2021,Cullie Wyllis
970,30,55,Meio Período,6/6/2024,Lay Cogswell
971,36,16,Meio Período,3/4/2024,Miran Custed
972,22,36,Meio Período,5/29/2024,Karlie Cashell
973,20,68,Reserva.,5/7/2023,Hermia Ottey
974,9,77,Tempo Integral,1/16/2024,Jaclin Seabrooke
975,3,2,Tempo Integral,9/29/2025,Alain Samuels
976,97,11,Meio Período,7/14/2021,Blane Durgan
977,70,73,Tempo Integral,11/16/2023,Eli Whysall
978,48,43,Tempo Integral,5/4/2024,Gerda Lyvon
979,29,74,Tempo Integral,3/7/2023,Sherm Rhodus
980,13,51,Meio Período,1/31/2023,Edna Gateman
981,84,30,Tempo Integral,6/14/2023,Allister Headley
982,87,23,Tempo Integral,8/1/2021,Junina Ghilardini
983,65,81,Tempo Integral,9/12/2021,Teriann Bolzmann
984,56,30,Tempo Integral,6/2/2023,Gusella Zorn
985,43,32,Reserva.,7/30/2025,Vern Selland
986,45,94,Tempo Integral,5/31/2021,Thaddeus Girardey
987,43,76,Reserva.,1/14/2024,Husein Klimt
988,51,4,Reserva.,10/18/2024,Kathye Jacobsz
989,11,16,Meio Período,1/21/2022,Sande Vaadeland
990,19,95,Tempo Integral,10/24/2021,Axe Kaminski
991,8,18,Tempo Integral,11/2/2022,Frayda Vlasenkov
992,29,34,Meio Período,1/26/2024,Tabitha Stepto
993,47,84,Meio Período,11/1/2020,Moshe Bucklan
994,44,97,Tempo Integral,7/28/2022,Beatrisa Blakeston
995,4,32,Meio Período,4/15/2025,Gisela Wingar
996,92,53,Tempo Integral,10/5/2024,Salim Woodall
997,69,91,Reserva.,6/25/2021,Ninnette Dibson
998,54,60,Reserva.,4/6/2023,Creighton Overall
999,33,19,Meio Período,10/31/2023,Dulce Farlowe
1000,15,21,Reserva.,10/12/2025,Reagan Thuillier
